Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
Mega Man X: Command Mission,GC,2004.0,Role-Playing,Capcom,0.12,6.7,21.0,7.3,12.0
NHL 2K7,PS3,2006.0,Sports,Take-Two Interactive,0.12,7.9,24.0,6.6,5.0
Sleeping Dogs,PC,2012.0,Action,Square Enix ,0.12,8.1,23.0,8.2,1219.0
Worms 3D,PS2,2003.0,Strategy,Sega,0.12,7.0,31.0,7.8,22.0
Gladiator Begins,PSP,2010.0,Action,PQube,0.12,5.9,9.0,8.0,14.0
Impossible Mission,DS,2007.0,Platform,System 3 Arcade Software,0.12,6.1,8.0,4.8,6.0
Strikers 1945,PS,1998.0,Shooter,Midas Interactive Entertainment,0.12,6.3,5.0,8.2,6.0
Pryzm Chapter One: The Dark Unicorn,PS2,2002.0,Adventure,TDK Mediactive,0.12,5.9,8.0,5.2,6.0
Eat Lead: The Return of Matt Hazard,X360,2009.0,Shooter,D3Publisher,0.12,5.3,53.0,7.0,27.0
Samurai Warriors 4-II,PS4,2015.0,Action,Tecmo Koei,0.12,7.3,26.0,7.4,25.0
Guilty Gear X,PS2,2001.0,Fighting,Sammy Corporation,0.12,7.9,15.0,7.8,16.0
Obscure: The Aftermath,Wii,2008.0,Action,Playlogic Game Factory,0.12,5.3,19.0,8.1,14.0
EVE: Valkyrie,PS4,2016.0,Shooter,CCP,0.12,7.1,29.0,6.4,42.0
Disney's PK: Out of the Shadows,PS2,2002.0,Platform,Ubisoft,0.12,4.9,14.0,5.0,4.0
Record of Agarest War Zero,PS3,2010.0,Strategy,Ghostlight,0.12,5.0,8.0,6.7,38.0
Conception II: Children of the Seven Stars,3DS,2013.0,Role-Playing,Screenlife,0.12,6.2,11.0,7.7,44.0
The King of Fighters 98 Ultimate Match,PS2,2008.0,Fighting,Ignition Entertainment,0.12,7.3,11.0,8.7,18.0
Puzzle Quest: Challenge of the Warlords,PS2,2007.0,Puzzle,D3Publisher,0.12,7.8,11.0,7.0,6.0
Chessmaster: The Art of Learning,PSP,2008.0,Misc,Ubisoft,0.12,6.4,4.0,8.4,18.0
Lemony Snickets A Series of Unfortunate Events,X,2004.0,Platform,Activision,0.12,7.0,17.0,7.2,5.0
Makai Kingdom: Chronicles of the Sacred Tome,PS2,2005.0,Role-Playing,Tecmo Koei,0.12,7.7,41.0,7.3,12.0
Killer is Dead,X360,2013.0,Action,Deep Silver,0.12,6.4,38.0,7.2,144.0
Neopets Petpet Adventures: The Wand of Wishing,PSP,2006.0,Adventure,Sony Computer Entertainment,0.12,6.6,21.0,7.7,6.0
Bomberman Party Edition,PS,1998.0,Puzzle,Virgin Interactive,0.12,7.9,6.0,8.3,6.0
Ice Age: Dawn of the Dinosaurs,X360,2009.0,Action,Activision,0.12,6.8,28.0,7.5,6.0
Star Trek: Conquest,Wii,2007.0,Strategy,Bethesda Softworks,0.12,4.9,18.0,4.9,11.0
Fat Princess: Fistful of Cake,PSP,2010.0,Action,Sony Computer Entertainment,0.12,7.4,33.0,8.7,25.0
Major League Baseball 2K8 Fantasy All-Stars,DS,2008.0,Sports,Take-Two Interactive,0.12,5.9,8.0,7.0,6.0
Don Bradman Cricket 14,PS4,2015.0,Sports,Tru Blu Entertainment,0.12,7.6,4.0,7.5,21.0
Madden NFL 06,DS,2005.0,Sports,Electronic Arts,0.12,6.6,9.0,6.3,12.0
Red Faction II,X,2003.0,Shooter,THQ,0.12,7.4,20.0,5.8,11.0
Voodoo Vince,X,2003.0,Platform,Microsoft Game Studios,0.12,7.3,38.0,8.4,22.0
Everybody Dance,PS3,2011.0,Misc,Sony Computer Entertainment,0.12,6.6,5.0,6.8,8.0
Blackwater,X360,2011.0,Shooter,505 Games,0.12,3.7,12.0,4.5,14.0
Tom Clancys Ghost Recon,Wii,2010.0,Shooter,Ubisoft,0.12,4.6,21.0,6.8,8.0
Deception IV: Blood Ties,PS3,2014.0,Action,Tecmo Koei,0.12,7.0,19.0,8.2,27.0
Touch My Katamari ,PSV,2011.0,Puzzle,Namco Bandai Games,0.12,6.9,41.0,7.4,51.0
Chase: Hollywood Stunt Driver,X,2002.0,Racing,BAM! Entertainment,0.12,6.0,14.0,7.4,5.0
The X Files: Resist or Serve,PS2,2004.0,Adventure,Vivendi Games,0.12,6.7,31.0,8.2,9.0
PixelJunk Monsters Deluxe,PSP,2010.0,Strategy,Sony Computer Entertainment,0.12,8.6,27.0,7.9,32.0
Megamind: Ultimate Showdown,X360,2010.0,Action,THQ,0.12,3.3,7.0,4.3,6.0
Curious George,PS2,2006.0,Action,Namco Bandai Games,0.12,5.3,13.0,7.7,6.0
Every Extend Extra,PSP,2006.0,Shooter,Disney Interactive Studios,0.12,7.4,45.0,7.3,9.0
Zathura,PS2,2005.0,Adventure,Take-Two Interactive,0.12,4.3,16.0,2.0,5.0
NCIS,PS3,2011.0,Adventure,Ubisoft,0.12,5.0,4.0,4.0,4.0
Rugby 15,PS4,2015.0,Sports,Bigben Interactive,0.12,1.9,5.0,3.4,65.0
Ninja Reflex,Wii,2008.0,Action,Electronic Arts,0.12,4.9,26.0,6.0,11.0
Undead Knights,PSP,2009.0,Action,Ubisoft Annecy,0.12,6.3,27.0,8.0,13.0
MLB 13: The Show,PSV,2013.0,Sports,Sony Computer Entertainment,0.12,7.5,7.0,7.5,21.0
Cel Damage,X,2001.0,Racing,Electronic Arts,0.12,6.5,24.0,8.4,7.0
Venetica,PS3,2010.0,Role-Playing,DTP Entertainment,0.12,4.7,14.0,6.5,6.0
Lunar: Dragon Song,DS,2005.0,Role-Playing,Rising Star Games,0.12,5.9,30.0,6.2,17.0
Tropico 5,PC,2014.0,Simulation,Kalypso Media,0.12,7.5,51.0,7.0,352.0
Hyperdimension Neptunia U: Action Unleashed,PSV,2014.0,Action,Idea Factory International,0.12,7.1,20.0,6.8,44.0
Breakdown,X,2004.0,Adventure,Electronic Arts,0.12,7.1,62.0,8.2,17.0
Looney Tunes: Sheep Raider,PS,2001.0,Platform,Infogrames,0.12,7.2,12.0,8.8,25.0
Geometry Wars: Galaxies,Wii,2007.0,Shooter,Vivendi Games,0.12,8.0,55.0,8.2,26.0
Conduit 2,Wii,2011.0,Shooter,Sega,0.12,6.4,51.0,7.6,60.0
X2: Wolverines Revenge,GC,2003.0,Platform,Activision,0.12,6.2,21.0,6.6,8.0
Godzilla Unleashed: Double Smash,DS,2007.0,Action,Atari,0.12,2.8,18.0,4.9,8.0
Street Hoops,GC,2002.0,Sports,Activision,0.12,5.6,9.0,7.3,7.0
NPPL: Championship Paintball 2009,X360,2008.0,Shooter,Activision Value,0.12,4.4,9.0,7.3,9.0
WRC: FIA World Rally Championship,X360,2010.0,Racing,Black Bean Games,0.12,6.6,24.0,6.0,4.0
WWE SmackDown vs Raw 2008,DS,2007.0,Fighting,THQ,0.12,6.1,12.0,6.6,13.0
Atelier Annie: Alchemists of Sera Island,DS,2009.0,Role-Playing,Gust,0.12,7.0,11.0,6.7,15.0
Godzilla: Destroy All Monsters Melee,X,2002.0,Fighting,Atari,0.12,7.1,20.0,6.8,8.0
College Hoops 2K6,X360,2006.0,Sports,Take-Two Interactive,0.12,7.0,17.0,7.3,11.0
Resident Evil: Revelations 2,PSV,2015.0,Action,Capcom,0.12,6.5,12.0,7.8,64.0
Sonic Adventure 2,DC,2001.0,Platform,Sega,0.12,8.9,18.0,8.6,238.0
Split/Second,PSP,2010.0,Racing,Disney Interactive Studios,0.12,6.3,16.0,6.7,15.0
Tom Clancys Splinter Cell: Blacklist,WiiU,2013.0,Action,Ubisoft,0.12,7.5,5.0,7.8,149.0
Gladiator: Sword of Vengeance,PS2,2003.0,Action,Acclaim Entertainment,0.12,6.5,19.0,5.8,8.0
Overlord: Raising Hell,PS3,2008.0,Action,Codemasters,0.12,7.2,35.0,7.7,27.0
Pinball Hall of Fame: The Williams Collection,X360,2009.0,Misc,Crave Entertainment,0.12,8.3,18.0,8.3,16.0
Academy of Champions: Soccer,Wii,2009.0,Sports,Ubisoft,0.12,6.4,20.0,6.8,14.0
Power Gig: Rise of the SixString,X360,2010.0,Misc,Unknown,0.12,3.6,20.0,2.1,17.0
NFL Head Coach,X,2006.0,Sports,Electronic Arts,0.12,6.9,26.0,7.1,9.0
Onimusha: Blade Warriors,PS2,2003.0,Fighting,Capcom,0.12,6.5,33.0,6.9,7.0
Disney's Extreme Skate Adventure,GC,2003.0,Sports,Activision,0.12,7.6,18.0,7.6,5.0
NBA 2K2,GC,2002.0,Sports,Sega,0.12,9.0,13.0,8.0,4.0
Psychonauts,X,2005.0,Platform,THQ,0.12,8.8,54.0,9.0,71.0
Jeremy McGrath Supercross World,GC,2002.0,Racing,Acclaim Entertainment,0.12,3.6,14.0,5.6,5.0
The Sky Crawlers: Innocent Aces,Wii,2008.0,Simulation,Namco Bandai Games,0.12,7.4,42.0,7.9,13.0
Airborne Troops: Countdown to D-Day,PS2,2005.0,Shooter,Playlogic Game Factory,0.12,3.9,4.0,8.1,9.0
naild,PS3,2010.0,Racing,Deep Silver,0.12,6.6,36.0,6.2,13.0
Lost Magic,DS,2006.0,Role-Playing,Ubisoft,0.12,6.8,44.0,8.2,32.0
Marvel Avengers: Battle for Earth,WiiU,2012.0,Action,Ubisoft,0.12,5.0,10.0,5.0,25.0
Puzzle Quest 2,DS,2010.0,Puzzle,D3Publisher,0.12,7.4,27.0,5.8,11.0
Alice: Madness Returns,PC,2011.0,Adventure,Electronic Arts,0.12,7.5,29.0,8.4,566.0
Raiden IV,X360,2008.0,Shooter,Moss,0.12,6.3,4.0,7.8,10.0
Phantasy Star Universe,X360,2006.0,Role-Playing,Sega,0.12,6.4,34.0,7.4,42.0
Spider-Man: Edge of Time,3DS,2011.0,Action,Activision,0.12,5.0,7.0,6.4,12.0
Peggle: Dual Shot,DS,2009.0,Puzzle,PopCap Games,0.12,8.4,17.0,8.2,21.0
Cruisn,Wii,2007.0,Racing,Midway Games,0.12,2.5,7.0,3.7,18.0
Castlevania: Curse of Darkness,X,2005.0,Action,Konami Digital Entertainment,0.12,7.4,26.0,7.0,13.0
Battles of Prince of Persia,DS,2005.0,Strategy,Ubisoft,0.12,6.4,16.0,7.7,14.0
Lost Planet 3,X360,2013.0,Shooter,Capcom,0.12,5.8,43.0,5.8,143.0
LEGO Batman 2: DC Super Heroes,WiiU,2013.0,Action,Warner Bros. Interactive Entertainment,0.12,7.7,7.0,7.3,31.0
Turok: Evolution,GBA,2002.0,Shooter,Acclaim Entertainment,0.12,7.2,8.0,7.0,5.0
Marvel Trading Card Game,DS,2007.0,Misc,Konami Digital Entertainment,0.12,6.1,17.0,4.9,7.0
Nightshade,PS2,2003.0,Action,Sega,0.12,6.8,39.0,7.7,20.0
CSI: Crime Scene Investigation,X,2004.0,Adventure,Ubisoft,0.12,4.5,14.0,7.3,4.0
Reality Fighters,PSV,2012.0,Fighting,Sony Computer Entertainment,0.12,5.4,39.0,3.8,30.0
Onechanbara: Bikini Zombie Slayers,Wii,2008.0,Action,D3Publisher,0.12,5.5,24.0,8.0,20.0
Buffy the Vampire Slayer: Chaos Bleeds,X,2003.0,Action,Vivendi Games,0.12,7.3,26.0,8.4,14.0
Dragon Ball: Origins,DS,2008.0,Action,Atari,0.12,7.8,18.0,7.5,15.0
Call of Juarez: The Cartel,PC,2011.0,Shooter,Ubisoft,0.12,5.1,12.0,3.3,126.0
Armored Core: Verdict Day,PS3,2013.0,Simulation,From Software,0.12,6.6,18.0,7.4,29.0
Lost in Shadow,Wii,2010.0,Platform,Konami Digital Entertainment,0.12,6.8,38.0,8.7,18.0
NHL 2K3,X,2002.0,Sports,Sega,0.12,8.9,17.0,7.1,14.0
Die Hard: Vendetta,GC,2002.0,Shooter,NDA Productions,0.12,5.4,23.0,7.0,10.0
Darkspore,PC,2011.0,Role-Playing,Electronic Arts,0.12,6.5,52.0,6.0,134.0
F1 2002,PS2,2002.0,Racing,Electronic Arts,0.12,8.1,11.0,6.4,10.0
FIFA Soccer,PSP,2005.0,Sports,Electronic Arts,0.12,7.3,23.0,7.7,22.0
Self-Defense Training Camp,X360,2011.0,Sports,Ubisoft,0.12,2.1,5.0,5.0,25.0
Sphinx and the Cursed Mummy,X,2003.0,Action,THQ,0.12,7.9,21.0,9.1,11.0
GT Advance 2: Rally Racing,GBA,2001.0,Racing,THQ,0.11,7.7,12.0,6.0,4.0
Tenchu: Shadow Assassins,PSP,2009.0,Action,Ubisoft,0.11,6.8,18.0,7.4,18.0
Cabelas Deer Hunt 2005 Season,X,2004.0,Sports,Activision,0.11,5.9,5.0,7.5,6.0
Dead Mans Hand,X,2004.0,Shooter,Atari,0.11,6.2,31.0,8.1,9.0
Fatal Frame: Maiden of Black Water,WiiU,2014.0,Action,Nintendo,0.11,6.7,58.0,7.6,227.0
Smash Cars,PS2,2003.0,Racing,Metro 3D,0.11,6.7,15.0,9.0,5.0
DJ Max Fever,PSP,2009.0,Misc,PM Studios,0.11,7.7,5.0,6.5,13.0
NASCAR 07,PS2,2006.0,Racing,Electronic Arts,0.11,6.8,26.0,8.9,16.0
Tecmo Bowl: Kickoff,DS,2008.0,Sports,Tecmo Koei,0.11,6.6,21.0,7.3,8.0
Lost Horizon,PC,2010.0,Adventure,Deep Silver,0.11,7.7,24.0,7.9,27.0
Dokapon Kingdom,PS2,2007.0,Role-Playing,Sting,0.11,6.1,8.0,6.5,8.0
Phantasy Star Collection,GBA,2002.0,Role-Playing,Atari,0.11,7.6,20.0,8.1,7.0
A Witchs Tale,DS,2009.0,Role-Playing,Nippon Ichi Software,0.11,5.0,17.0,6.2,9.0
Retro Game Challenge,DS,2007.0,Action,Namco Bandai Games,0.11,7.7,30.0,7.3,15.0
Shining Force NEO,PS2,2005.0,Role-Playing,Sega,0.11,6.9,12.0,8.1,20.0
BlazBlue Central Fiction,PS4,2016.0,Fighting,PQube,0.11,8.5,21.0,7.7,42.0
FIFA Street 2,GC,2006.0,Sports,Electronic Arts,0.11,6.3,16.0,5.7,7.0
Pro Evolution Soccer 2016,XOne,2015.0,Sports,Konami Digital Entertainment,0.11,8.5,14.0,6.2,145.0
Fantastic Four: Rise of the Silver Surfer,X360,2007.0,Action,Take-Two Interactive,0.11,4.5,30.0,5.4,16.0
Monster Madness: Battle for Suburbia,X360,2007.0,Shooter,SouthPeak Games,0.11,5.5,29.0,5.2,18.0
Tom Clancys EndWar,PSP,2008.0,Strategy,Ubisoft,0.11,6.8,7.0,5.9,8.0
NFL Head Coach 09,X360,2008.0,Sports,Electronic Arts,0.11,6.7,14.0,8.4,28.0
Blood Drive,X360,2010.0,Racing,Activision,0.11,4.0,21.0,6.5,10.0
Star Trek: Conquest,PS2,2007.0,Strategy,Bethesda Softworks,0.11,5.4,15.0,9.1,10.0
Phantom Dust,X,2004.0,Action,Microsoft Game Studios,0.11,8.1,37.0,8.5,35.0
Prince of Persia: Rival Swords,PSP,2007.0,Action,Ubisoft,0.11,7.4,16.0,8.2,19.0
Growlanser Generations,PS2,2003.0,Role-Playing,Atlus,0.11,8.1,19.0,7.7,19.0
Just Dance 2017,PS4,2016.0,Misc,Ubisoft,0.11,7.3,12.0,7.8,5.0
Mega Man Battle Chip Challenge,GBA,2003.0,Misc,Capcom,0.11,5.4,25.0,8.3,8.0
Ring of Red,PS2,2000.0,Strategy,Konami Digital Entertainment,0.11,8.2,15.0,8.7,11.0
Cold Winter,PS2,2005.0,Shooter,Vivendi Games,0.11,7.3,41.0,8.2,24.0
Stubbs the Zombie in Rebel Without a Pulse,X,2005.0,Action,THQ,0.11,7.5,55.0,8.1,16.0
Batman: Dark Tomorrow,X,2003.0,Action,Kemco,0.11,2.5,13.0,3.6,18.0
Ping Pals,DS,2004.0,Misc,THQ,0.11,2.8,17.0,3.9,26.0
18 Wheeler: American Pro Trucker,GC,2002.0,Racing,Acclaim Entertainment,0.11,5.2,17.0,6.8,8.0
Killing Floor 2 ,PS4,2016.0,Shooter,Tripwire Interactive,0.11,7.6,41.0,7.9,63.0
Warhammer: Battle March,X360,2008.0,Strategy,Deep Silver,0.11,5.5,30.0,6.7,20.0
Batman: Rise of Sin Tzu,X,2003.0,Action,Ubisoft,0.11,6.7,17.0,7.7,6.0
The King of Fighters XII,X360,2009.0,Fighting,Ignition Entertainment,0.11,6.3,57.0,4.2,33.0
Spy vs Spy,X,2005.0,Action,Global Star,0.11,5.3,34.0,8.0,8.0
Coraline,PS2,2009.0,Action,D3Publisher,0.11,3.9,5.0,2.0,6.0
Zubo,DS,2008.0,Misc,Electronic Arts,0.11,7.5,19.0,7.6,75.0
[Prototype 2],PC,2012.0,Action,Activision,0.11,7.6,12.0,6.4,395.0
Cold Fear,PS2,2005.0,Action,Ubisoft,0.11,6.8,39.0,7.7,27.0
NBA Live 16,XOne,2015.0,Sports,Electronic Arts,0.11,6.0,17.0,5.6,63.0
NHL Hitz 20-03,X,2002.0,Sports,Midway Games,0.11,8.1,19.0,8.5,13.0
Murakumo: Renegade Mech Pursuit,X,2002.0,Shooter,From Software,0.11,4.8,18.0,7.5,4.0
MLB 14: The Show,PSV,2014.0,Sports,Sony Computer Entertainment America,0.11,6.8,6.0,7.0,25.0
Gun Metal,X,2002.0,Shooter,Rage Software,0.11,6.3,17.0,7.6,8.0
BlazBlue: Calamity Trigger Portable,PSP,2010.0,Fighting,PQube,0.11,8.2,14.0,7.8,18.0
BloodRayne,GC,2002.0,Shooter,Universal Interactive,0.11,7.3,17.0,8.5,4.0
ECW Anarchy Rulz,PS,1999.0,Fighting,Acclaim Entertainment,0.11,4.3,7.0,6.3,4.0
InuYasha: A Feudal Fairy Tale,PS,2002.0,Fighting,Namco Bandai Games,0.11,6.9,5.0,9.0,74.0
TMNT,PSP,2007.0,Action,Ubisoft,0.11,3.7,7.0,3.8,13.0
Where the Wild Things Are,X360,2009.0,Platform,Warner Bros. Interactive Entertainment,0.11,5.1,10.0,5.4,5.0
Zombie Army Trilogy,XOne,2015.0,Shooter,Rebellion Developments,0.11,6.2,10.0,7.2,40.0
Dementium II,DS,2010.0,Shooter,SouthPeak Games,0.11,7.5,25.0,8.3,31.0
Sabrina The Teenage Witch: Potion Commotion,GBA,2002.0,Action,Ubisoft,0.11,6.3,5.0,2.8,6.0
MLB Power Pros,PS2,2007.0,Sports,Konami Digital Entertainment,0.11,8.0,10.0,8.8,11.0
GoldenEye: Rogue Agent,DS,2005.0,Shooter,Electronic Arts,0.11,5.8,25.0,7.5,18.0
AirForce Delta Strike,PS2,2004.0,Simulation,Konami Digital Entertainment,0.11,6.6,22.0,7.0,6.0
Pimp My Ride,Wii,2008.0,Racing,Activision,0.11,2.6,4.0,3.8,8.0
Capcom vs. SNK 2 EO,GC,2002.0,Fighting,Capcom,0.11,6.8,20.0,8.9,27.0
Hot Wheels Velocity X,GC,2002.0,Racing,THQ,0.11,5.5,4.0,6.4,5.0
Open Season,X360,2006.0,Platform,Ubisoft,0.11,5.9,15.0,7.3,9.0
de Blob 2,DS,2011.0,Platform,THQ,0.11,7.5,11.0,8.2,6.0
Digimon Story: Cyber Sleuth,PS4,2016.0,Role-Playing,Namco Bandai Games,0.11,7.5,45.0,8.5,292.0
Wasteland 2,PC,2015.0,Role-Playing,inXile Entertainment,0.11,8.1,65.0,7.3,1173.0
FIFA Soccer 06,PSP,2005.0,Sports,Electronic Arts,0.11,7.7,17.0,7.7,20.0
Space Chimps,X360,2008.0,Platform,Brash Entertainment,0.11,5.7,7.0,5.3,12.0
JASF: Janes Advanced Strike Fighters,PS3,2011.0,Simulation,Deep Silver,0.11,4.1,7.0,3.1,7.0
Stronghold,PC,2001.0,Strategy,Gathering of Developers,0.11,8.1,19.0,8.9,227.0
The Settlers,DS,2007.0,Action,Ubisoft,0.11,3.9,6.0,5.6,7.0
Shrek: Forever After,X360,2010.0,Platform,Activision,0.11,6.2,22.0,6.2,9.0
Cloudy With a Chance of Meatballs,Wii,2009.0,Platform,Ubisoft,0.11,6.8,4.0,5.3,4.0
Ridge Racer Unbounded,X360,2012.0,Racing,Namco Bandai Games,0.11,7.1,59.0,7.7,56.0
Mortal Kombat: Deception,GC,2005.0,Fighting,Midway Games,0.11,7.7,14.0,8.9,15.0
ESPN NHL Hockey,X,2003.0,Sports,Sega,0.11,8.8,25.0,8.4,24.0
XXX,GBA,2002.0,Action,Activision,0.11,5.0,13.0,5.0,4.0
John Dalys ProStroke Golf,PS3,2010.0,Sports,O-Games,0.11,5.8,23.0,4.1,8.0
Truth or Lies,X360,2010.0,Misc,THQ,0.11,2.8,6.0,5.2,6.0
Worms Forts: Under Siege,PS2,2004.0,Strategy,Acclaim Entertainment,0.11,6.3,21.0,8.0,15.0
Mind Zero,PSV,2013.0,Role-Playing,GungHo,0.11,5.9,13.0,6.0,72.0
Project: Snowblind,X,2005.0,Action,Eidos Interactive,0.11,7.9,44.0,7.0,10.0
Astro Boy: The Video Game,PS2,2009.0,Action,D3Publisher,0.11,5.6,4.0,5.0,4.0
Gabrielles Ghostly Groove 3D,3DS,2011.0,Adventure,Funbox Media,0.11,6.2,9.0,7.4,9.0
Cake Mania,DS,2007.0,Puzzle,Majesco Entertainment,0.11,5.5,23.0,6.1,7.0
Disney's Extreme Skate Adventure,X,2003.0,Sports,Activision,0.11,7.6,15.0,8.3,7.0
Odama,GC,2006.0,Misc,Nintendo,0.11,6.2,42.0,8.0,17.0
Karaoke Revolution Presents American Idol Encore,X360,2008.0,Misc,Konami Digital Entertainment,0.11,7.0,7.0,7.0,6.0
God Eater 2: Rage Burst,PS4,2015.0,Role-Playing,Namco Bandai Games,0.11,6.9,35.0,7.8,84.0
Naval Ops: Warship Gunner,PS2,2003.0,Simulation,Tecmo Koei,0.11,6.7,17.0,8.9,23.0
Fate/Extella: The Umbral Star,PS4,2016.0,Action,PQube,0.11,6.6,26.0,7.7,14.0
Calling,Wii,2009.0,Adventure,Konami Digital Entertainment,0.11,4.9,28.0,6.7,16.0
Bionicle Heroes,GC,2006.0,Shooter,Eidos Interactive,0.11,5.1,4.0,5.2,5.0
Eagle Flight,PS4,2016.0,Adventure,Ubisoft,0.11,7.2,33.0,7.7,25.0
Bodycount,PS3,2011.0,Shooter,Codemasters,0.11,5.0,40.0,3.5,28.0
Samurai Warriors 4,PSV,2014.0,Action,Tecmo Koei,0.11,7.6,5.0,8.6,18.0
The King of Fighters 2000/2001,PS2,2003.0,Fighting,Ignition Entertainment,0.11,7.1,31.0,8.6,17.0
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,2016.0,Action,Activision,0.11,4.4,49.0,5.4,165.0
Ninja Assault,PS2,2002.0,Shooter,Namco Bandai Games,0.11,6.0,17.0,5.3,4.0
Alias,PS2,2004.0,Action,Acclaim Entertainment,0.11,6.4,31.0,8.0,10.0
Night at the Museum: Battle of the Smithsonian,X360,2009.0,Action,Majesco Entertainment,0.11,5.0,15.0,7.1,8.0
Spyborgs,Wii,2009.0,Action,Capcom,0.11,6.6,30.0,6.3,6.0
Bodycount,X360,2011.0,Shooter,Codemasters,0.11,5.3,61.0,4.7,73.0
NHL Rivals 2004,X,2003.0,Sports,Microsoft Game Studios,0.11,6.5,39.0,8.8,20.0
Avatar: The Last Airbender,PSP,2006.0,Adventure,THQ,0.11,5.7,9.0,6.3,10.0
Machinarium,PC,2009.0,Adventure,Daedalic,0.11,8.5,47.0,8.8,530.0
Death Jr.: Root of Evil,Wii,2008.0,Platform,Eidos Interactive,0.11,7.1,14.0,8.1,14.0
Lost in Blue,DS,2005.0,Adventure,Konami Digital Entertainment,0.11,6.9,33.0,7.8,21.0
Michael Phelps: Push the Limit,X360,2011.0,Sports,505 Games,0.11,4.8,10.0,3.5,6.0
Charlie and the Chocolate Factory,X,2005.0,Adventure,Global Star,0.11,3.9,20.0,0.5,8.0
Constantine,PS2,2005.0,Action,SCi,0.11,5.8,29.0,7.4,24.0
Dynasty Tactics 2,PS2,2003.0,Strategy,Tecmo Koei,0.11,7.8,18.0,9.1,13.0
Real World Golf,PS2,2005.0,Sports,Valcon Games,0.11,7.3,11.0,6.3,4.0
Blazblue: Continuum Shift Extend,PSV,2011.0,Fighting,PQube,0.11,8.3,28.0,7.5,97.0
Ty the Tasmanian Tiger 2: Bush Rescue,X,2004.0,Platform,Electronic Arts,0.11,6.9,29.0,8.8,4.0
Mushroom Men: Rise of the Fungi,DS,2008.0,Action,SouthPeak Games,0.11,4.5,16.0,7.3,4.0
The Polar Express,GC,2004.0,Adventure,THQ,0.11,4.0,7.0,4.7,9.0
BMX XXX,X,2002.0,Sports,Acclaim Entertainment,0.11,5.8,26.0,7.8,9.0
Frogger: Helmet Chaos,PSP,2005.0,Platform,Konami Digital Entertainment,0.11,6.6,18.0,6.4,5.0
Pimp My Ride,X360,2006.0,Racing,Activision,0.11,3.8,14.0,3.8,29.0
Hellboy: The Science of Evil,X360,2008.0,Action,Konami Digital Entertainment,0.11,4.4,31.0,5.7,9.0
Assassins Creed Chronicles,PSV,2016.0,Action,Ubisoft,0.11,7.0,6.0,8.1,25.0
Doom 3,PC,2004.0,Shooter,Activision,0.11,8.7,83.0,7.6,905.0
Song of the Deep,PS4,2016.0,Action,Insomniac Games,0.11,6.9,41.0,7.1,33.0
Sonic Generations,PC,2011.0,Platform,Sega,0.11,7.7,11.0,8.3,337.0
Astro Boy: The Video Game,Wii,2009.0,Action,D3Publisher,0.11,4.8,17.0,3.5,4.0
Dragon Ball Z: Battle of Z,PSV,2014.0,Fighting,Namco Bandai Games,0.11,6.6,7.0,7.5,54.0
Resident Evil: Revelations 2,XOne,2015.0,Action,Capcom,0.11,7.5,22.0,7.5,107.0
BlazBlue: Continuum Shift II,3DS,2011.0,Fighting,PQube,0.11,6.4,14.0,6.1,19.0
Mana Khemia: Student Alliance,PSP,2008.0,Role-Playing,Nippon Ichi Software,0.11,4.1,19.0,5.3,37.0
Cabelas North American Adventures,X360,2010.0,Sports,Activision,0.11,5.1,5.0,9.0,4.0
Rengoku: The Tower of Purgatory,PSP,2005.0,Action,Konami Digital Entertainment,0.11,4.3,30.0,5.6,22.0
Bust-A-Move DS,DS,2005.0,Puzzle,505 Games,0.11,7.5,14.0,7.0,6.0
Rome: Total War,PC,2004.0,Strategy,Activision,0.11,9.2,58.0,9.1,1059.0
Dawn of Discovery,DS,2009.0,Simulation,Ubisoft,0.11,8.2,11.0,7.3,7.0
Samurai Warriors 4: Empires,PS4,2015.0,Action,Tecmo Koei,0.11,7.1,29.0,6.7,17.0
Where the Wild Things Are,PS3,2009.0,Platform,Warner Bros. Interactive Entertainment,0.11,5.3,8.0,4.8,4.0
Mega Man Zero 4,GBA,2005.0,Platform,Capcom,0.11,7.7,17.0,9.1,21.0
NASCAR 14,PS3,2014.0,Racing,Deep Silver,0.11,6.7,7.0,4.6,20.0
ArmA III,PC,2013.0,Shooter,Bohemia Interactive,0.11,7.4,38.0,7.4,870.0
Tiger Woods PGA Tour 06,GC,2005.0,Sports,Electronic Arts,0.11,8.2,19.0,5.8,5.0
FIFA World Cup Germany 2006,PSP,2006.0,Sports,Electronic Arts,0.11,7.2,15.0,7.3,8.0
Reign of Fire,GC,2002.0,Shooter,BAM! Entertainment,0.11,5.4,9.0,5.9,7.0
Rogue Warrior,X360,2009.0,Shooter,Bethesda Softworks,0.11,2.8,33.0,2.8,64.0
Ride,XOne,2015.0,Racing,Milestone S.r.l.,0.11,5.4,9.0,5.3,17.0
Mace Griffin: Bounty Hunter,X,2003.0,Shooter,Electronic Arts,0.11,6.4,27.0,8.2,11.0
Martian Gothic: Unification,PS,2001.0,Adventure,Take-Two Interactive,0.11,6.4,4.0,6.3,17.0
Fight Clu,X,2004.0,Fighting,Vivendi Games,0.11,3.7,29.0,4.7,13.0
