Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Game_Score
Harvey Birdman: Attorney at Law,PSP,2008.0,Adventure,Capcom,0.11,6.2,19.0,8.2,9.0,17.510484943523394
Stronghold Kingdoms,PC,2011.0,Strategy,DTP Entertainment,0.11,7.5,4.0,4.9,89.0,15.062049429070871
Aquapazza: Aquaplus Dream Match,PS3,2012.0,Fighting,Aqua Plus,0.11,7.5,13.0,7.8,20.0,18.656918688076786
Lucha Libre AAA: Heroes del Ring,PS3,2010.0,Fighting,Konami Digital Entertainment,0.11,5.4,6.0,7.4,11.0,15.72299304658577
Dead to Rights II,X,2005.0,Shooter,Electronic Arts,0.11,5.4,35.0,7.4,5.0,16.4100655826786
Pac-Man and the Ghostly Adventures 2,X360,2014.0,Adventure,Namco Bandai Games,0.11,6.0,7.0,6.5,10.0,16.241057916171414
Trauma Center: Under the Knife 2,DS,2008.0,Simulation,Atlus,0.11,7.9,29.0,8.5,11.0,19.77207901754081
SimCity 2000,GBA,2003.0,Simulation,Zoo Digital Publishing,0.11,6.2,9.0,7.8,11.0,15.413788920541037
Rocky Balboa,PSP,2007.0,Sports,Ubisoft,0.1,5.8,17.0,6.6,11.0,15.270114995208
X-Men: The Official Game,DS,2006.0,Action,Activision,0.1,5.0,17.0,7.8,6.0,15.600756094695871
"Sakura Wars: So Long, My Love",Wii,2010.0,Role-Playing,Ackkstudios,0.1,7.5,30.0,7.3,31.0,18.77591990347213
Pro Evolution Soccer 2014,PC,2013.0,Action,Konami Digital Entertainment,0.1,7.4,9.0,4.4,241.0,15.324679149613909
Gravity Games Bike: Street Vert Dirt,PS2,2002.0,Sports,Midway Games,0.1,2.4,12.0,4.1,27.0,8.712094972865032
Top Spin,PS2,2005.0,Sports,Take-Two Interactive,0.1,6.7,28.0,7.8,12.0,17.411777400245263
Family Feud: 2012 Edition,X360,2011.0,Misc,Ubisoft,0.1,4.7,4.0,5.3,6.0,13.180975732742832
UFC: Tapout 2,X,2003.0,Fighting,Capcom,0.1,6.6,14.0,7.3,4.0,15.538267706264213
Sacred 3,PS3,2014.0,Role-Playing,Deep Silver,0.1,5.6,13.0,3.4,46.0,13.247147543254334
The Book of Unwritten Tales,PC,2009.0,Adventure,HMH Interactive,0.1,8.2,32.0,8.2,144.0,20.197771856559754
The Godfather: Mob Wars,PSP,2006.0,Action,Electronic Arts,0.1,5.9,34.0,7.9,16.0,17.4638169625205
Vexx,X,2003.0,Platform,Acclaim Entertainment,0.1,7.0,21.0,8.5,10.0,17.476036647479653
F1 Career Challenge,PS2,2003.0,Racing,Electronic Arts,0.1,7.0,15.0,7.7,15.0,16.31978207228343
Patapon 2,PSP,2008.0,Misc,Sony Computer Entertainment,0.1,8.1,49.0,8.3,62.0,20.991270112664964
Pariah,X,2005.0,Action,Hip Interactive,0.1,7.0,52.0,7.4,19.0,18.73152601935793
Metal Slug 3,X,2004.0,Shooter,Ignition Entertainment,0.1,7.6,56.0,5.1,15.0,16.958475115483115
Winning Eleven: Pro Evolution Soccer 2007,X360,2006.0,Sports,Konami Digital Entertainment,0.1,7.9,22.0,6.5,33.0,16.941735751920046
Banjo-Pilot,GBA,2005.0,Racing,THQ,0.1,6.8,22.0,5.9,9.0,15.242004847131817
The First Templar,X360,2011.0,Action,Kalypso Media,0.1,5.2,21.0,6.3,26.0,15.622771500242601
Gallop Racer 2006,PS2,2005.0,Sports,Tecmo Koei,0.1,6.9,15.0,8.3,8.0,17.26487032407974
Terraria,PSV,2013.0,Action,Screenlife,0.1,8.5,17.0,7.8,112.0,19.970845332709867
Frogger: Ancient Shadow,PS2,2005.0,Platform,Konami Digital Entertainment,0.1,5.4,17.0,4.0,5.0,11.941792252954892
Princess Debut,DS,2008.0,Misc,Cave,0.1,7.1,6.0,7.4,7.0,16.633909835721624
Metal Arms: Glitch in the System,GC,2003.0,Shooter,Vivendi Games,0.1,8.3,30.0,8.9,20.0,19.462538779922017
Tom Clancys Splinter Cell: Chaos Theory,GC,2005.0,Action,Ubisoft,0.1,8.1,28.0,8.5,16.0,19.218358625790817
Escape From Monkey Island,PS2,2001.0,Adventure,LucasArts,0.1,8.4,21.0,8.3,12.0,17.955769698269822
The Lord of the Rings: Conquest,DS,2009.0,Action,Electronic Arts,0.1,6.1,9.0,7.8,6.0,16.636602222003095
Gretzky NHL,PSP,2005.0,Sports,Sony Computer Entertainment,0.1,6.1,23.0,7.4,10.0,16.23162982090964
Dropship: United Peace Force,PS2,2002.0,Simulation,Sony Computer Entertainment,0.1,7.8,17.0,8.6,10.0,17.74703538308939
Medieval II: Total War,PC,2006.0,Strategy,Sega,0.1,8.8,39.0,8.9,654.0,21.462745273024126
Road Rash: Jailbreak,GBA,2003.0,Racing,Zoo Digital Publishing,0.1,7.8,15.0,9.0,24.0,18.24643533719467
Thrillville: Off the Rails,PSP,2007.0,Strategy,LucasArts,0.1,7.2,7.0,0.6,24.0,9.842331092293463
Cloudy With a Chance of Meatballs,PS3,2009.0,Platform,Ubisoft,0.1,6.6,9.0,6.0,5.0,15.252814058473849
Syberia,X,2003.0,Action,Microids,0.1,7.2,17.0,7.0,5.0,15.902753113726
G1 Jockey 3,PS2,2002.0,Sports,THQ,0.1,7.1,12.0,9.0,10.0,17.27993924393443
Exit DS,DS,2008.0,Puzzle,Square Enix,0.1,6.4,25.0,6.7,6.0,16.55100167454297
Blades of Time,X360,2012.0,Action,Konami Digital Entertainment,0.1,5.2,23.0,6.5,30.0,16.163551733611456
Riviera: The Promised Land,GBA,2004.0,Role-Playing,Sting,0.1,7.6,26.0,8.8,22.0,18.781297131786825
Yggdra Union: Well Never Fight Alone,PSP,2008.0,Role-Playing,Sting,0.1,7.3,17.0,7.9,18.0,17.969138134866537
Bujingai: The Forsaken City,PS2,2003.0,Fighting,505 Games,0.1,7.2,28.0,7.5,14.0,17.07790346978139
Universe at War: Earth Assault,X360,2008.0,Action,Sega,0.1,6.6,44.0,8.3,57.0,19.49013942606416
Death By Degrees,PS2,2005.0,Action,Sony Computer Entertainment,0.1,5.1,45.0,6.2,24.0,15.609479882781908
JU-ON: The Grudge,Wii,2009.0,Action,Rising Star Games,0.1,3.9,32.0,5.6,34.0,14.142644650501715
Resident Evil 6,PS4,2016.0,Shooter,Capcom,0.1,6.0,19.0,6.7,100.0,17.666065724263074
NASCAR The Game: Inside Line,X360,2012.0,Racing,Activision,0.1,7.2,7.0,3.4,27.0,13.702153159460218
Colin McRae Rally 04,X,2004.0,Racing,Codemasters,0.1,8.4,33.0,8.1,19.0,19.151947391155012
FIFA Street,X,2005.0,Sports,Electronic Arts,0.1,6.0,21.0,8.0,9.0,16.622270170044196
Terraria,3DS,2016.0,Action,505 Games,0.1,7.1,6.0,7.1,21.0,18.087922918633577
Hot Wheels: Stunt Track Challenge,X,2004.0,Racing,THQ,0.1,6.3,11.0,6.2,5.0,14.246398557466318
Blitz: The League II,X360,2008.0,Sports,Midway Games,0.1,6.8,34.0,7.2,13.0,17.91981740301686
Miami Law,DS,2009.0,Adventure,Konami Digital Entertainment,0.1,5.6,14.0,8.8,4.0,17.534118155625098
The Whispered World,PC,2009.0,Adventure,Deep Silver,0.1,7.0,41.0,7.6,77.0,19.16167395575051
Capcom vs. SNK 2 EO,X,2003.0,Fighting,Capcom,0.1,8.0,26.0,8.7,13.0,18.776656294675487
Hunter: The Reckoning,GC,2002.0,Action,Virgin Interactive,0.1,7.0,13.0,7.6,7.0,15.875394110460165
Baten Kaitos Origins,GC,2006.0,Role-Playing,Unknown,0.1,7.5,21.0,8.9,23.0,18.930079361970478
E\xc2\xb7O\xc2\xb7E: Eve of Extinction,PS2,2002.0,Fighting,Eidos Interactive,0.1,5.7,28.0,7.2,6.0,15.367264112294967
Surfs Up,X360,2007.0,Sports,Ubisoft,0.1,6.1,15.0,6.1,9.0,14.889863108415126
NHL 2004,GC,2003.0,Sports,Electronic Arts,0.1,8.5,18.0,8.4,7.0,18.382339489559246
Shovel Knight,WiiU,2015.0,Platform,Yacht Club Games,0.1,8.8,24.0,8.3,280.0,21.673986195777633
X-Men: The Official Game,X,2006.0,Action,Activision,0.1,5.3,38.0,8.1,7.0,17.424958255992053
RLH: Run Like Hell,PS2,2002.0,Shooter,Virgin Interactive,0.1,5.8,27.0,8.2,9.0,16.376204850164836
The Ant Bully,PS2,2006.0,Platform,Midway Games,0.1,5.2,19.0,4.2,6.0,12.321867336395346
Conflict: Global Terror,X,2005.0,Shooter,SCi,0.1,6.2,24.0,7.9,8.0,16.865656302806894
Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013.0,Puzzle,Warner Bros. Interactive Entertainment,0.1,7.1,17.0,6.3,39.0,17.329778044072967
Agatha Christie: The ABC Murders,DS,2009.0,Adventure,JoWood Productions,0.1,5.3,11.0,6.5,4.0,14.837066677691269
Monster Rancher EVO,PS2,2005.0,Role-Playing,Tecmo Koei,0.1,5.8,16.0,6.8,8.0,14.969188065162184
Steins;Gate,PSV,2013.0,Adventure,PQube,0.1,8.3,16.0,9.2,87.0,21.11959338057791
Help Wanted: 50 Wacky Jobs,Wii,2008.0,Simulation,Hudson Soft,0.1,6.5,12.0,7.0,5.0,16.128762256385997
Beach Spikers: Virtua Beach Volleyball,GC,2002.0,Sports,Sega,0.1,7.6,31.0,8.2,10.0,18.051698367164143
Draglade,DS,2007.0,Fighting,505 Games,0.1,7.1,23.0,7.5,4.0,17.556369196804035
Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013.0,Puzzle,Warner Bros. Interactive Entertainment,0.1,6.8,7.0,6.2,20.0,16.367088357479187
Jade Cocoon 2,PS2,2001.0,Role-Playing,Ubisoft,0.1,7.6,16.0,7.8,22.0,16.52542397268786
Van Helsing,GBA,2004.0,Action,Activision,0.1,3.3,11.0,6.3,6.0,11.963573922029825
Bee Movie Game,PS2,2007.0,Action,Activision,0.1,6.5,11.0,7.5,4.0,16.343534972205106
Harry Potter and the Deathly Hallows - Part 1,PC,2010.0,Action,Electronic Arts,0.1,3.7,5.0,4.1,33.0,11.06060118440028
Kelly Slaters Pro Surfer,X,2002.0,Sports,Activision,0.1,8.0,15.0,8.0,5.0,17.186589012172902
Beaterator,PSP,2009.0,Misc,Take-Two Interactive,0.1,8.0,44.0,7.8,13.0,20.29754347201428
NFL Tour,X360,2008.0,Sports,Electronic Arts,0.1,4.9,35.0,3.1,45.0,12.437483073867757
Sudoku Mania,DS,2006.0,Puzzle,Zoo Digital Publishing,0.1,2.5,4.0,3.5,4.0,8.563733037896531
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2005.0,Platform,Global Star,0.1,4.9,9.0,8.0,11.0,15.013631535593612
The Bards Tale,X,2004.0,Role-Playing,Ubisoft,0.1,7.5,50.0,8.8,4.0,20.16332291670842
Alien Hominid,PS2,2004.0,Shooter,Zoo Digital Publishing,0.1,7.8,47.0,8.3,13.0,19.72860666877956
Pac-Man and the Ghostly Adventures 2,PS3,2014.0,Adventure,Namco Bandai Games,0.1,5.9,11.0,6.3,4.0,16.20444474554372
Myst,DS,2007.0,Adventure,Midway Games,0.1,4.3,25.0,3.5,6.0,11.500777515400403
naild,X360,2010.0,Racing,Deep Silver,0.1,6.4,49.0,7.1,16.0,18.861089282231156
Tom Clancys Splinter Cell,GBA,2003.0,Action,Ubisoft,0.1,7.7,21.0,8.6,8.0,18.12956568564417
Bullet Witch,X360,2006.0,Shooter,Atari,0.1,5.5,59.0,6.1,41.0,16.915721203540038
Spider-Man: Web of Shadows,DS,2008.0,Action,Activision,0.1,7.7,12.0,7.5,14.0,17.581853788911975
Rolling Stone: Drum King,Wii,2009.0,Misc,505 Games,0.1,3.2,4.0,1.8,4.0,8.09152251597064
NBA Ballers: Rebound,PSP,2006.0,Sports,Midway Games,0.1,6.9,17.0,7.7,7.0,17.011305732045415
Kings Field: The Ancient City,PS2,2001.0,Role-Playing,Metro 3D,0.1,6.0,14.0,8.5,14.0,15.819398502263143
Silent Scope Complete,X,2004.0,Shooter,Konami Digital Entertainment,0.1,6.9,25.0,7.4,5.0,16.768773241605707
Leisure Suit Larry: Box Office Bust,PS3,2009.0,Adventure,Codemasters,0.1,1.7,11.0,1.7,37.0,7.2516882267097165
Indigo Prophecy,X,2005.0,Adventure,Atari,0.1,8.4,51.0,7.7,39.0,20.091174522357495
Sneakers,X,2002.0,Puzzle,Microsoft Game Studios,0.1,2.8,13.0,4.6,8.0,9.573694232619017
X-Men: Destiny,Wii,2011.0,Action,Activision,0.1,3.6,10.0,4.5,15.0,11.89006420950105
NHL 2K6,X360,2005.0,Sports,Take-Two Interactive,0.1,7.5,37.0,6.1,24.0,16.9255520459129
Contact,DS,2006.0,Role-Playing,Rising Star Games,0.1,7.3,36.0,8.2,35.0,19.006929167772096
College Hoops 2K6,X,2005.0,Sports,Take-Two Interactive,0.1,8.2,17.0,9.2,6.0,19.308806014415616
Pokemon Rumble World,3DS,2015.0,Action,Nintendo,0.1,5.8,16.0,6.3,70.0,16.690988749505806
Harry Potter and the Deathly Hallows - Part 2,PC,2011.0,Action,Electronic Arts,0.1,4.3,12.0,5.1,57.0,13.188423115808948
Predator: Concrete Jungle,X,2005.0,Action,Vivendi Games,0.1,4.6,17.0,8.0,10.0,15.265678125546177
The Crew: Wild Run,PS4,2015.0,Action,Ubisoft,0.1,7.3,13.0,6.8,50.0,18.180035668731076
Opoona,Wii,2007.0,Role-Playing,Tecmo Koei,0.1,6.5,33.0,7.7,14.0,17.89760923839608
Universal Studios Theme Parks Adventure,GC,2001.0,Misc,Kemco,0.1,3.9,11.0,2.9,11.0,8.427317375370531
Rocky: Legends,X,2004.0,Action,Ubisoft,0.1,6.7,21.0,5.2,6.0,14.189298197754102
Prinny: Can I Really Be the Hero?,PSP,2008.0,Platform,Tecmo Koei,0.1,7.2,45.0,7.0,41.0,18.73222405552676
Star Trek: Shattered Universe,PS2,2004.0,Simulation,Global Star,0.1,4.2,19.0,8.3,18.0,15.154737355380368
Phantom Brave: The Hermuda Triangle,PSP,2010.0,Role-Playing,Nippon Ichi Software,0.1,6.5,16.0,7.3,11.0,17.110167210544844
Ultra Street Fighter IV,PS4,2015.0,Fighting,Capcom,0.1,7.1,28.0,5.9,94.0,18.07915389557458
Dragon Ball: Evolution,PSP,2009.0,Fighting,Namco Bandai Games,0.1,2.8,16.0,0.9,51.0,7.649607924828099
Natural Doctrine,PS4,2014.0,Role-Playing,Nippon Ichi Software,0.1,5.3,31.0,6.0,79.0,16.705584100793672
Disgaea Infinite,PSP,2010.0,Adventure,Nippon Ichi Software,0.1,6.4,15.0,4.4,40.0,14.119448939670907
NeverDead,X360,2012.0,Shooter,Konami Digital Entertainment,0.1,5.2,46.0,5.5,65.0,16.607856620324817
Thor: God of Thunder,3DS,2011.0,Action,Sega,0.1,5.5,10.0,4.2,5.0,13.095912373820743
Blades of Time,PS3,2012.0,Action,Konami Digital Entertainment,0.1,5.3,19.0,7.2,22.0,16.68479899045946
MotoGP 07,PS2,2007.0,Racing,Capcom,0.1,6.2,26.0,9.1,7.0,18.61005342647622
Cubic Ninja,3DS,2011.0,Platform,Ubisoft,0.1,5.1,15.0,5.9,14.0,14.772047039683972
F1 2014,PC,2014.0,Racing,Codemasters,0.1,6.1,20.0,4.8,65.0,15.47028413588326
Arslan: The Warriors of Legend,PS4,2015.0,Action,Tecmo Koei,0.1,6.9,43.0,6.6,23.0,19.488560918364747
Harvest Moon: Frantic Farming,DS,2009.0,Puzzle,Rising Star Games,0.1,7.2,7.0,6.8,6.0,16.398393372029542
Blue Dragon: Awakened Shadow,DS,2009.0,Role-Playing,Namco Bandai Games,0.1,6.3,27.0,6.6,10.0,16.71566684650264
Shining Force EXA,PS2,2007.0,Role-Playing,Sega,0.1,6.4,24.0,7.3,17.0,16.872201971329705
Digimon World DS,DS,2006.0,Role-Playing,Namco Bandai Games,0.1,7.1,8.0,7.6,27.0,16.531499572060902
MySims SkyHeroes,X360,2010.0,Action,Electronic Arts,0.1,5.6,15.0,5.5,4.0,14.549487463736343
Guilty Gear Isuka,PS2,2004.0,Fighting,505 Games,0.1,7.3,39.0,7.5,13.0,18.04942996313227
Tornado Outbreak,Wii,2009.0,Action,Konami Digital Entertainment,0.1,7.1,7.0,8.2,5.0,17.702969785100166
MotoGP 2,X,2003.0,Racing,THQ,0.1,8.7,23.0,8.5,14.0,18.951272747562435
Shadow of Destiny,PSP,2009.0,Adventure,Konami Digital Entertainment,0.1,5.4,6.0,8.2,5.0,16.291606148736527
Heatseeker,Wii,2007.0,Action,Codemasters,0.1,6.2,25.0,6.2,32.0,15.696238092952653
Ar tonelico: Melody of Elemia,PS2,2006.0,Role-Playing,505 Games,0.1,7.1,30.0,7.7,43.0,17.99043598038404
Castlevania Double Pack,GBA,2006.0,Platform,Konami Digital Entertainment,0.1,8.6,4.0,8.4,12.0,18.259022185820218
Steel Battalion,X,2002.0,Simulation,Microsoft Game Studios,0.1,8.3,20.0,8.5,20.0,18.235556085197388
Cartoon Network: Punch Time Explosion,3DS,2011.0,Fighting,Deep Silver,0.1,5.8,16.0,5.7,29.0,15.200898933769752
Power Stone Collection,PSP,2006.0,Action,Capcom,0.1,7.4,34.0,6.8,6.0,17.560809276807877
"Blast Works: Build, Trade, Destroy",Wii,2008.0,Shooter,Eidos Interactive,0.1,7.8,30.0,7.7,17.0,18.965494826482143
SNK vs. Capcom Card Fighters DS,DS,2006.0,Strategy,Ignition Entertainment,0.1,4.8,19.0,5.3,7.0,13.092759572322782
Darkest of Days,X360,2009.0,Shooter,Phantom EFX,0.1,4.4,25.0,4.8,76.0,13.345291915509739
Minority Report: Everybody Runs,X,2002.0,Action,Activision,0.1,5.4,18.0,5.0,4.0,12.338313865039025
NASCAR,PSP,2006.0,Racing,Electronic Arts,0.1,6.6,13.0,5.3,6.0,14.15336231200797
Rio,X360,2011.0,Misc,THQ,0.09,6.0,16.0,7.0,7.0,16.6305476858996
Valentino Rossi: The Game,PS4,2016.0,Racing,Namco Bandai Games,0.09,7.5,19.0,8.0,50.0,20.110505626080826
Playboy: The Mansion,X,2005.0,Simulation,Ubisoft,0.09,6.1,43.0,4.1,9.0,14.193448565066326
Disney's Aladdin in Nasiras Revenge,PS,2000.0,Action,Sony Computer Entertainment,0.09,6.1,11.0,8.3,7.0,15.293694264179011
Barnyard,PS2,2006.0,Action,THQ,0.09,6.2,13.0,8.7,10.0,17.199770930636415
Ultimate Marvel vs. Capcom 3,PS3,2011.0,Fighting,Capcom,0.09,8.0,36.0,6.3,116.0,18.822113560419936
Touch Detective,DS,2006.0,Adventure,505 Games,0.09,6.0,25.0,6.8,6.0,15.895681331111899
MindJack,X360,2011.0,Shooter,Square Enix,0.09,4.3,42.0,1.2,116.0,11.208104040528063
Pac-Man World 3,GC,2005.0,Platform,Namco Bandai Games,0.09,6.6,17.0,7.3,10.0,16.160515214815234
Code Lyoko: Quest for Infinity,Wii,2007.0,Action,Game Factory,0.09,5.8,15.0,8.5,8.0,17.02353646854408
Mega Man Legacy Collection,PS4,2016.0,Platform,Capcom,0.09,7.7,22.0,6.1,57.0,18.57868963333476
Rocky,GC,2002.0,Fighting,Rage Software,0.09,7.4,17.0,7.3,4.0,16.138820284977417
Glory Days 2,DS,2007.0,Strategy,Ghostlight,0.09,7.3,28.0,7.3,6.0,17.82437261136865
Brain Age: Concentration Training,3DS,2012.0,Puzzle,Nintendo,0.09,7.1,11.0,7.9,17.0,18.311382809828665
Crash N Burn,X,2004.0,Racing,Eidos Interactive,0.09,6.5,25.0,6.4,7.0,15.462279094908054
Hakuoki: Demon of the Fleeting Blossom,PSP,2009.0,Adventure,Idea Factory,0.09,7.9,4.0,8.3,31.0,18.268290957827336
Speed Kings,PS2,2003.0,Racing,Acclaim Entertainment,0.09,6.1,13.0,7.8,6.0,15.574514642013522
Dungeons,PC,2011.0,Strategy,Kalypso Media,0.09,6.5,35.0,4.6,106.0,15.881982703760606
Little League World Series Baseball 2008,Wii,2008.0,Sports,Activision,0.09,7.0,8.0,8.0,6.0,17.268914217769836
Winter Stars,X360,2011.0,Sports,Deep Silver,0.09,4.6,9.0,6.5,4.0,14.59285041044967
Bladestorm: The Hundred Years War,X360,2007.0,Action,Tecmo Koei,0.09,6.3,26.0,6.8,16.0,16.419294265465833
Burnout Paradise: The Ultimate Box,PC,2009.0,Racing,Electronic Arts,0.09,8.7,26.0,7.5,438.0,19.71764946768876
Age of Empires II: The Age of Kings,PC,1999.0,Strategy,Microsoft Game Studios,0.09,9.2,21.0,9.0,813.0,19.349189802656838
Forever Kingdom,PS2,2001.0,Role-Playing,From Software,0.09,6.4,13.0,7.8,6.0,15.377266065163427
Altered Beast: Guardian of the Realms,GBA,2002.0,Action,THQ,0.09,6.3,13.0,4.8,4.0,12.547308855230694
Halo 2,PC,2007.0,Shooter,Microsoft Game Studios,0.09,7.2,32.0,5.5,217.0,16.342536254900686
Medal of Honor: Vanguard,Wii,2007.0,Shooter,Electronic Arts,0.09,5.6,29.0,7.0,24.0,16.250322674128782
Family Party: 30 Great Games,Wii,2008.0,Misc,D3Publisher,0.09,4.2,10.0,1.0,7.0,8.245662362494356
Raven Squad: Operation Hidden Dagger,X360,2009.0,Shooter,Evolved Games,0.09,3.8,22.0,3.5,37.0,11.373464553212132
The Legend of Heroes: A Tear of Vermillion,PSP,2005.0,Role-Playing,Namco Bandai Games,0.09,6.8,24.0,7.7,26.0,17.154523903798893
Shining Tears,PS2,2004.0,Role-Playing,Sega,0.09,6.1,14.0,6.5,11.0,14.571041962341134
MotoGP,X,2002.0,Racing,THQ,0.09,8.4,18.0,8.4,16.0,18.0897401383785
Scaler,PS2,2004.0,Platform,Take-Two Interactive,0.09,7.0,20.0,8.6,18.0,17.735243187671113
Gradius V,PS2,2004.0,Shooter,Konami Digital Entertainment,0.09,8.2,46.0,8.5,13.0,20.18160177650076
Zero Escape: Zero Time Dilemma,3DS,2016.0,Adventure,Aksys Games,0.09,8.1,19.0,8.4,73.0,20.997006367214695
Arcania: Gothic 4,X360,2010.0,Role-Playing,JoWood Productions,0.09,6.4,21.0,5.2,52.0,15.285275518587152
Psychonauts,PS2,2005.0,Platform,Majesco Entertainment,0.09,8.6,33.0,8.7,61.0,20.147171624149202
Rocket League,PC,2016.0,Sports,505 Games,0.09,8.6,20.0,8.2,600.0,21.588164633394005
Digimon Rumble Arena 2,PS2,2004.0,Fighting,Atari,0.09,6.3,9.0,7.3,23.0,15.221782583210036
Wolfenstein: The Old Blood,PC,2015.0,Action,Bethesda Softworks,0.09,7.6,30.0,7.6,343.0,20.435342663489557
Ribbit King,PS2,2003.0,Sports,Atari,0.09,5.8,10.0,6.5,4.0,13.865219739412925
Alien Hominid,GC,2004.0,Shooter,O3 Entertainment,0.09,7.8,28.0,8.5,15.0,18.76066367680953
Rygar: The Battle of Argus,Wii,2008.0,Action,Rising Star Games,0.09,5.2,29.0,7.0,4.0,16.137873414011572
Ninja Gaiden Black,X,2005.0,Action,Microsoft Game Studios,0.09,9.4,32.0,8.7,121.0,20.758734515765276
Trivial Pursuit unhinged,X,2004.0,Misc,Atari,0.09,5.8,10.0,8.0,4.0,15.566478158413279
NCAA March Madness 08,PS3,2007.0,Sports,Electronic Arts,0.09,6.7,15.0,3.8,4.0,13.08738187518986
InuYasha: Secret of the Divine Jewel,DS,2007.0,Role-Playing,Namco Bandai Games,0.09,4.6,13.0,7.6,17.0,15.063402990786226
Bloody Roar 4,PS2,2003.0,Fighting,Konami Digital Entertainment,0.09,5.9,25.0,8.6,43.0,16.966470193212654
Atari Classics Evolved,PSP,2007.0,Misc,Atari,0.09,6.4,17.0,6.0,4.0,15.147698029623665
I-Ninja,GC,2003.0,Platform,Namco Bandai Games,0.09,7.7,18.0,7.6,9.0,16.956000481840256
Invizimals: The Alliance,PSV,2013.0,Action,Sony Computer Entertainment,0.09,6.9,16.0,6.8,10.0,17.58481686193472
Ultimate Mortal Kombat,DS,2007.0,Fighting,Midway Games,0.09,7.3,26.0,8.6,22.0,18.997394933777702
Army Corps of Hell,PSV,2011.0,Action,Square Enix,0.09,5.7,43.0,6.6,28.0,17.666697521612168
Wild ARMs: Alter Code F,PS2,2003.0,Role-Playing,Sony Computer Entertainment,0.09,7.3,25.0,8.3,27.0,17.77149629296967
Shrek SuperSlam,X,2005.0,Action,Activision,0.09,7.1,20.0,9.3,4.0,18.715923684424272
Total Overdose: A Gunslingers Tale in Mexico,PS2,2005.0,Shooter,Eidos Interactive,0.09,7.1,36.0,9.0,25.0,19.41420991315558
Metal Slug X,PS,2001.0,Shooter,Virgin Interactive,0.09,8.5,9.0,8.8,33.0,17.80540415219309
Romance of the Three Kingdoms X,PS2,2005.0,Strategy,Tecmo Koei,0.09,7.1,13.0,8.5,10.0,17.498932679703287
GripShift,PSP,2005.0,Racing,Ubisoft,0.09,7.0,37.0,8.7,22.0,19.09757686759341
Fighting Fantasy: The Warlock of Firetop Mountain,DS,2009.0,Role-Playing,Aspyr,0.09,4.5,10.0,8.1,31.0,15.738670578206955
Beowulf: The Game,PSP,2007.0,Action,Ubisoft,0.09,4.4,4.0,5.4,7.0,12.170210489888786
Skies of Arcadia,DC,2000.0,Role-Playing,Sega,0.09,9.3,21.0,9.4,99.0,19.59412221549243
NASCAR: Dirt to Daytona,GC,2002.0,Racing,Infogrames,0.09,8.5,8.0,7.3,7.0,16.461958589986025
Road Trip,PS2,2002.0,Racing,Play It,0.09,8.0,4.0,9.0,41.0,17.522088934842586
Digimon All-Star Rumble,PS3,2014.0,Fighting,Namco Bandai Games,0.09,4.9,12.0,5.8,33.0,14.994283726129595
Jimmie Johnsons Anything With an Engine,X360,2011.0,Racing,Konami Digital Entertainment,0.09,6.5,5.0,8.8,8.0,18.13345349648767
echochrome,PSP,2008.0,Puzzle,Sony Computer Entertainment,0.09,7.9,28.0,7.9,14.0,19.117009383205424
Driver: Renegade,3DS,2011.0,Racing,Ubisoft,0.09,4.8,13.0,5.0,20.0,13.523647311221534
Project Eden,PS2,2001.0,Action,Eidos Interactive,0.09,7.1,20.0,7.8,8.0,16.363948286327812
Riviera: The Promised Land,PSP,2006.0,Role-Playing,505 Games,0.09,6.8,11.0,7.8,18.0,16.66842201074557
The Smurfs 2,WiiU,2013.0,Platform,Ubisoft,0.09,4.2,5.0,5.4,22.0,13.388610312327044
Yaiba: Ninja Gaiden Z,PS3,2014.0,Action,Tecmo Koei,0.09,4.3,46.0,4.5,84.0,15.350450037326404
Castlevania: Lords of Shadow 2,X360,2014.0,Action,Konami Digital Entertainment,0.09,7.0,22.0,7.8,241.0,19.384048149097993
Pro Evolution Soccer 2012,PC,2011.0,Action,Konami Digital Entertainment,0.09,7.7,13.0,6.4,89.0,17.254481144190056
Ghosthunter,PS2,2003.0,Action,Sony Computer Entertainment,0.09,6.9,44.0,8.7,22.0,19.01222668646524
Def Jam Fight For NY: The Takeover,PSP,2006.0,Action,Electronic Arts,0.09,7.9,25.0,8.2,16.0,18.795392313527824
Mimana Iyar Chronicle,PSP,2009.0,Role-Playing,GungHo,0.09,4.5,6.0,5.8,8.0,13.204065000732953
Michael Jackson: The Experience,PSV,2011.0,Misc,Ubisoft,0.09,5.7,27.0,5.8,19.0,15.8880256870353
Tom Clancys EndWar,DS,2008.0,Strategy,Ubisoft,0.09,6.9,11.0,5.8,4.0,15.19651477265293
JASF: Janes Advanced Strike Fighters,X360,2011.0,Simulation,Deep Silver,0.09,4.5,5.0,4.5,8.0,12.292470949622773
Astro Boy: Omega Factor,GBA,2003.0,Action,THQ,0.09,8.5,37.0,8.7,19.0,19.851387846697268
Fullmetal Alchemist: Dual Sympathy,DS,2005.0,Role-Playing,Empire Interactive,0.09,5.8,15.0,7.3,12.0,15.403748238118661
